record_id,student_id,student_name,gender,age,class,location,subject,attendance_pct,study_hours_per_week,assignment_marks,test_marks,exam_marks,final_score,final_grade,academic_term,academic_year
10372,256,Jose Scott,Male,15,Form 4,Mombasa,History,68.1,1.4,42.1,44.5,57.4,50.5,D,Term 2,2025
10373,256,Jose Scott,Male,15,Form 4,Mombasa,English,73.7,4.3,56.0,54.9,48.5,51.9,D,Term 2,2025
10374,256,Jose Scott,Male,15,Form 4,Mombasa,Computer Science,73.5,5.4,65.5,65.2,55.6,60.5,C,Term 2,2025
10375,256,Jose Scott,Male,15,Form 4,Mombasa,History,82.0,3.2,61.1,52.6,57.6,56.8,D,Term 3,2025
10376,256,Jose Scott,Male,15,Form 4,Mombasa,Computer Science,93.7,3.0,52.7,68.7,58.4,60.4,C,Term 3,2025
10377,256,Jose Scott,Male,15,Form 4,Mombasa,Physics,92.9,4.0,78.2,70.7,68.8,71.2,B,Term 3,2025
10378,256,Jose Scott,Male,15,Form 4,Mombasa,Biology,97.6,4.3,67.8,73.2,44.2,57.6,D,Term 3,2025
10379,257,Joseph Manning,Female,18,Form 4,Mombasa,English,73.9,4.1,66.1,69.6,54.6,61.4,C,Term 1,2023
10380,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,69.9,4.9,66.4,55.5,51.9,55.9,D,Term 1,2023
10381,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,69.3,4.2,67.4,61.3,69.8,66.8,C,Term 1,2023
10382,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,88.1,0.0,51.4,57.7,49.3,52.3,D,Term 1,2023
10383,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,83.5,2.9,52.9,55.5,41.9,48.2,F,Term 1,2023
10384,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,77.6,3.7,52.8,56.8,75.8,65.5,C,Term 2,2023
10385,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,81.2,4.1,61.2,59.2,56.1,58.0,D,Term 2,2023
10386,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,80.0,4.9,58.0,61.0,56.8,58.3,D,Term 2,2023
10387,257,Joseph Manning,Female,18,Form 4,Mombasa,History,91.3,1.9,67.6,63.7,67.1,66.2,C,Term 2,2023
10388,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,77.0,4.3,50.2,50.4,60.5,55.4,D,Term 3,2023
10389,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,99.1,2.3,54.1,59.5,68.9,63.1,C,Term 3,2023
10390,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,64.0,3.0,58.2,56.6,65.0,61.1,C,Term 3,2023
10391,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,73.9,1.8,43.7,43.6,37.5,40.5,F,Term 1,2024
10392,257,Joseph Manning,Female,18,Form 4,Mombasa,English,73.1,2.9,50.2,42.6,42.4,44.0,F,Term 1,2024
10393,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,67.5,1.2,49.8,48.2,52.3,50.6,D,Term 1,2024
10394,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,86.0,3.5,55.6,51.5,56.3,54.7,D,Term 1,2024
10395,257,Joseph Manning,Female,18,Form 4,Mombasa,History,93.4,6.5,74.8,80.5,85.1,81.7,A,Term 1,2024
10396,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,72.8,7.4,69.3,69.2,98.7,84.0,A,Term 1,2024
10397,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,92.4,2.1,62.7,65.1,69.8,67.0,C,Term 2,2024
10398,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,84.4,3.4,52.9,50.7,56.4,54.0,D,Term 2,2024
10399,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,85.4,0.8,62.3,59.7,65.5,63.1,C,Term 2,2024
10400,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,58.3,3.5,37.9,48.6,48.7,46.5,F,Term 2,2024
10401,257,Joseph Manning,Female,18,Form 4,Mombasa,History,100.0,3.3,64.5,46.2,64.9,59.2,D,Term 2,2024
10402,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,81.5,2.8,55.2,45.6,58.0,53.7,D,Term 3,2024
10403,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,85.9,5.1,68.2,63.0,60.9,63.0,C,Term 3,2024
10404,257,Joseph Manning,Female,18,Form 4,Mombasa,English,73.5,3.6,54.4,60.0,54.3,56.0,D,Term 3,2024
10405,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,85.2,5.3,64.5,65.1,69.0,66.9,C,Term 3,2024
10406,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,100.0,1.0,65.5,63.0,57.6,60.8,C,Term 3,2024
10407,257,Joseph Manning,Female,18,Form 4,Mombasa,History,64.8,5.3,51.8,58.4,68.0,61.9,C,Term 1,2025
10408,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,86.0,2.5,59.8,55.9,59.7,58.6,D,Term 1,2025
10409,257,Joseph Manning,Female,18,Form 4,Mombasa,English,73.8,1.5,53.6,55.4,49.4,52.1,D,Term 1,2025
10410,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,76.3,2.3,49.3,52.7,62.4,56.9,D,Term 1,2025
10411,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,89.6,2.5,46.0,50.2,46.1,47.3,F,Term 1,2025
10412,257,Joseph Manning,Female,18,Form 4,Mombasa,Mathematics,82.5,5.5,54.8,60.7,58.6,58.5,D,Term 2,2025
10413,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,94.6,0.2,52.0,37.2,52.8,48.0,F,Term 2,2025
10414,257,Joseph Manning,Female,18,Form 4,Mombasa,Biology,75.3,4.5,59.2,64.1,60.1,61.1,C,Term 2,2025
10415,257,Joseph Manning,Female,18,Form 4,Mombasa,English,69.6,2.2,38.9,28.3,62.0,47.3,F,Term 2,2025
10416,257,Joseph Manning,Female,18,Form 4,Mombasa,Computer Science,81.7,3.8,57.6,60.4,62.5,60.9,C,Term 3,2025
10417,257,Joseph Manning,Female,18,Form 4,Mombasa,Physics,81.2,4.5,59.9,58.4,48.6,53.8,D,Term 3,2025
10418,257,Joseph Manning,Female,18,Form 4,Mombasa,History,63.7,2.6,49.3,57.9,61.6,58.0,D,Term 3,2025
10419,257,Joseph Manning,Female,18,Form 4,Mombasa,English,88.6,3.9,62.3,64.4,62.6,63.1,C,Term 3,2025
10420,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,82.5,2.3,78.8,90.1,76.5,81.0,A,Term 1,2023
10421,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,100.0,5.5,90.2,83.1,88.5,87.2,A,Term 1,2023
10422,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,97.8,1.8,82.1,75.8,60.6,69.4,C,Term 1,2023
10423,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,91.6,3.6,84.4,99.4,91.9,92.6,A,Term 1,2023
10424,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,73.4,3.2,91.4,75.0,81.5,81.5,A,Term 1,2023
10425,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,70.7,4.0,82.0,83.3,72.3,77.5,B,Term 1,2023
10426,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,69.4,1.8,81.0,76.4,56.2,67.2,C,Term 2,2023
10427,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,88.8,0.0,66.6,53.3,63.6,61.1,C,Term 2,2023
10428,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,82.9,1.8,75.8,78.9,75.5,76.6,B,Term 2,2023
10429,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,77.0,2.0,75.3,67.8,61.9,66.4,C,Term 3,2023
10430,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,77.9,2.2,78.3,70.3,71.7,72.6,B,Term 3,2023
10431,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,88.4,3.7,84.1,85.6,86.0,85.5,A,Term 3,2023
10432,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,85.0,2.7,66.9,73.2,73.9,72.3,B,Term 3,2023
10433,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,79.4,2.8,95.4,79.5,89.5,87.7,A,Term 3,2023
10434,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,82.5,4.0,100.0,98.2,93.5,96.2,A,Term 1,2024
10435,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,78.4,6.7,88.0,82.1,73.2,78.8,B,Term 1,2024
10436,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,99.2,0.4,68.5,62.8,68.4,66.8,C,Term 1,2024
10437,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,81.9,3.9,85.1,87.1,93.0,89.6,A,Term 1,2024
10438,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,94.6,2.8,89.1,90.0,76.5,83.1,A,Term 2,2024
10439,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,89.5,3.9,100.0,96.2,94.4,96.1,A,Term 2,2024
10440,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,72.0,5.7,68.7,84.3,78.7,78.4,B,Term 2,2024
10441,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,84.6,3.3,77.0,72.9,71.4,73.0,B,Term 3,2024
10442,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,96.2,4.2,73.9,80.3,62.9,70.3,B,Term 3,2024
10443,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,73.4,4.5,69.1,87.4,77.6,78.8,B,Term 3,2024
10444,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,85.7,2.9,82.1,92.2,98.1,93.2,A,Term 3,2024
10445,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,68.5,1.9,89.2,78.1,74.1,78.3,B,Term 3,2024
10446,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,84.8,3.5,93.4,86.2,75.0,82.0,A,Term 3,2024
10447,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,92.6,3.1,83.4,89.2,80.6,83.8,A,Term 1,2025
10448,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,72.2,3.2,73.5,77.6,56.5,66.3,C,Term 1,2025
10449,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,89.2,2.4,70.5,69.6,91.2,80.6,A,Term 1,2025
10450,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,90.5,4.9,90.9,81.5,75.6,80.4,A,Term 1,2025
10451,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,71.2,1.4,64.5,75.3,89.8,80.4,A,Term 1,2025
10452,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,79.5,2.7,62.9,56.1,74.0,66.4,C,Term 1,2025
10453,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,100.0,1.4,78.1,84.1,80.2,80.9,A,Term 2,2025
10454,258,Jordan Gentry,Female,18,Form 2,Eldoret,Physics,100.0,1.9,84.2,76.0,98.6,88.9,A,Term 2,2025
10455,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,100.0,3.6,76.7,86.3,65.4,73.9,B,Term 2,2025
10456,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,90.7,2.4,72.7,68.0,77.6,73.8,B,Term 2,2025
10457,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,84.0,2.9,87.1,91.8,75.1,82.5,A,Term 2,2025
10458,258,Jordan Gentry,Female,18,Form 2,Eldoret,Computer Science,77.6,5.2,92.1,87.7,82.9,86.2,A,Term 3,2025
10459,258,Jordan Gentry,Female,18,Form 2,Eldoret,English,76.7,4.0,78.3,78.0,79.0,78.5,B,Term 3,2025
10460,258,Jordan Gentry,Female,18,Form 2,Eldoret,History,88.1,3.2,82.5,99.1,83.2,87.8,A,Term 3,2025
10461,258,Jordan Gentry,Female,18,Form 2,Eldoret,Mathematics,77.2,2.6,77.6,70.0,72.6,72.8,B,Term 3,2025
10462,258,Jordan Gentry,Female,18,Form 2,Eldoret,Biology,95.4,4.6,87.2,71.4,69.3,73.5,B,Term 3,2025
10463,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,84.9,2.7,69.7,57.2,70.1,66.1,C,Term 1,2023
10464,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,66.8,3.0,60.4,67.3,43.9,54.2,D,Term 1,2023
10465,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,61.6,2.5,70.4,66.6,61.0,64.6,C,Term 1,2023
10466,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,89.2,5.3,66.9,83.3,60.6,68.7,C,Term 2,2023
10467,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,80.1,2.9,71.5,78.6,52.4,64.1,C,Term 2,2023
10468,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,72.7,4.9,77.2,79.9,75.8,77.3,B,Term 2,2023
10469,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,86.8,2.5,67.2,64.8,71.4,68.6,C,Term 2,2023
10470,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,85.0,0.2,61.7,72.3,59.3,63.7,C,Term 3,2023
10471,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,83.0,2.9,71.0,71.5,70.2,70.7,B,Term 3,2023
10472,259,Kimberly Smith,Female,16,Form 3,Eldoret,Computer Science,82.1,0.8,74.4,76.4,89.1,82.4,A,Term 3,2023
10473,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,78.6,4.3,82.6,79.8,70.9,75.9,B,Term 3,2023
10474,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,86.2,2.0,64.8,63.6,57.8,60.9,C,Term 3,2023
10475,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,59.3,3.4,68.5,80.1,54.4,64.9,C,Term 3,2023
10476,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,97.5,6.7,91.1,96.1,86.7,90.4,A,Term 1,2024
10477,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,75.2,5.6,81.8,70.2,66.3,70.6,B,Term 1,2024
10478,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,92.5,3.6,80.2,75.7,64.7,71.1,B,Term 1,2024
10479,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,62.6,3.9,63.0,62.1,75.1,68.8,C,Term 1,2024
10480,259,Kimberly Smith,Female,16,Form 3,Eldoret,Computer Science,90.4,2.9,71.5,79.3,70.8,73.5,B,Term 1,2024
10481,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,76.3,1.2,56.6,65.0,66.2,63.9,C,Term 1,2024
10482,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,93.9,2.7,85.5,78.0,95.3,88.2,A,Term 2,2024
10483,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,96.4,2.3,88.2,98.3,93.6,93.9,A,Term 2,2024
10484,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,85.0,5.0,75.3,75.3,66.5,70.9,B,Term 2,2024
10485,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,92.7,2.0,70.6,74.8,70.4,71.8,B,Term 2,2024
10486,259,Kimberly Smith,Female,16,Form 3,Eldoret,Computer Science,79.3,3.6,66.6,71.2,82.1,75.7,B,Term 2,2024
10487,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,100.0,0.4,72.7,68.0,68.7,69.3,C,Term 3,2024
10488,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,72.6,1.0,72.9,66.4,65.3,67.1,C,Term 3,2024
10489,259,Kimberly Smith,Female,16,Form 3,Eldoret,Computer Science,75.8,1.6,59.0,72.0,59.5,63.2,C,Term 3,2024
10490,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,73.6,6.4,77.2,77.0,81.6,79.4,B,Term 3,2024
10491,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,80.4,2.3,76.0,74.7,70.1,72.7,B,Term 3,2024
10492,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,71.5,2.1,52.6,66.4,66.3,63.6,C,Term 3,2024
10493,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,78.3,5.0,71.2,66.4,79.1,73.7,B,Term 1,2025
10494,259,Kimberly Smith,Female,16,Form 3,Eldoret,English,86.8,1.1,66.5,73.3,62.9,66.8,C,Term 1,2025
10495,259,Kimberly Smith,Female,16,Form 3,Eldoret,Biology,82.6,2.3,79.2,70.6,82.7,78.4,B,Term 1,2025
10496,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,75.0,1.6,56.8,54.7,49.9,52.7,D,Term 1,2025
10497,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,75.0,2.2,59.9,44.9,54.2,52.5,D,Term 1,2025
10498,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,88.6,4.7,76.6,69.0,89.6,80.8,A,Term 2,2025
10499,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,67.4,1.5,56.3,57.7,66.2,61.7,C,Term 2,2025
10500,259,Kimberly Smith,Female,16,Form 3,Eldoret,Physics,83.9,2.9,57.0,70.3,64.2,64.6,C,Term 2,2025
10501,259,Kimberly Smith,Female,16,Form 3,Eldoret,Mathematics,78.3,0.6,69.0,58.1,67.7,65.1,C,Term 3,2025
10502,259,Kimberly Smith,Female,16,Form 3,Eldoret,History,98.5,3.2,58.8,62.5,78.6,69.8,C,Term 3,2025
10503,259,Kimberly Smith,Female,16,Form 3,Eldoret,Computer Science,69.9,2.8,63.5,56.5,37.2,48.3,F,Term 3,2025
10504,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,80.9,3.6,73.8,69.7,71.2,71.3,B,Term 1,2023
10505,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,82.1,2.4,74.4,69.9,66.2,69.0,C,Term 1,2023
10506,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,71.2,3.5,61.7,61.8,69.4,65.6,C,Term 1,2023
10507,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,95.9,0.0,52.5,71.2,62.9,63.3,C,Term 1,2023
10508,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,93.5,3.4,59.2,63.1,68.6,65.1,C,Term 2,2023
10509,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,82.6,3.3,72.6,68.0,67.3,68.6,C,Term 2,2023
10510,260,Laurie Wallace,Female,16,Form 4,Eldoret,Biology,85.0,2.4,67.8,70.8,72.4,71.0,B,Term 2,2023
10511,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,80.0,3.2,68.5,58.0,66.4,64.3,C,Term 2,2023
10512,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,90.8,3.2,71.4,59.8,67.4,65.9,C,Term 3,2023
10513,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,82.4,2.0,61.4,55.2,74.3,66.0,C,Term 3,2023
10514,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,78.9,3.5,68.5,75.2,77.1,74.8,B,Term 3,2023
10515,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,75.5,2.4,75.5,58.0,56.9,61.0,C,Term 1,2024
10516,260,Laurie Wallace,Female,16,Form 4,Eldoret,Biology,90.7,2.0,69.0,74.4,67.8,70.0,B,Term 1,2024
10517,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,72.0,3.2,61.3,57.4,48.2,53.6,D,Term 1,2024
10518,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,85.0,3.4,55.7,56.0,56.7,56.3,D,Term 1,2024
10519,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,63.8,3.5,63.4,58.3,60.3,60.3,C,Term 1,2024
10520,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,83.3,1.1,66.3,55.8,53.3,56.7,D,Term 1,2024
10521,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,75.3,2.4,79.9,92.5,79.0,83.2,A,Term 2,2024
10522,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,72.4,3.4,73.3,67.1,84.6,77.1,B,Term 2,2024
10523,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,69.3,3.5,60.7,66.4,74.7,69.4,C,Term 2,2024
10524,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,86.0,3.4,62.8,55.4,62.5,60.4,C,Term 2,2024
10525,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,91.2,3.3,66.4,71.9,65.8,67.8,C,Term 2,2024
10526,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,74.7,4.8,69.0,77.8,74.6,74.4,B,Term 3,2024
10527,260,Laurie Wallace,Female,16,Form 4,Eldoret,Biology,58.5,3.3,63.5,77.1,56.9,64.3,C,Term 3,2024
10528,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,79.9,3.8,74.1,58.4,74.8,69.7,C,Term 3,2024
10529,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,82.5,1.7,67.5,78.2,72.5,73.2,B,Term 3,2024
10530,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,86.1,2.0,64.8,67.2,77.6,71.9,B,Term 3,2024
10531,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,79.1,0.8,69.0,76.2,72.0,72.7,B,Term 3,2024
10532,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,79.3,3.4,73.1,53.6,66.3,63.9,C,Term 1,2025
10533,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,86.8,4.6,67.7,68.1,68.7,68.3,C,Term 1,2025
10534,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,90.5,1.9,79.9,70.1,69.4,71.7,B,Term 1,2025
10535,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,83.6,2.1,58.6,71.9,79.3,72.9,B,Term 1,2025
10536,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,75.3,0.5,63.9,61.3,65.0,63.6,C,Term 2,2025
10537,260,Laurie Wallace,Female,16,Form 4,Eldoret,History,69.8,3.7,53.5,51.1,60.8,56.4,D,Term 2,2025
10538,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,63.9,6.1,58.7,61.9,74.1,67.4,C,Term 2,2025
10539,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,95.5,3.2,65.1,83.2,77.2,76.6,B,Term 2,2025
10540,260,Laurie Wallace,Female,16,Form 4,Eldoret,Biology,85.2,3.0,68.3,78.9,78.8,76.7,B,Term 2,2025
10541,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,81.0,2.6,45.4,57.9,61.3,57.1,D,Term 2,2025
10542,260,Laurie Wallace,Female,16,Form 4,Eldoret,Mathematics,92.7,1.0,84.7,75.7,81.0,80.1,A,Term 3,2025
10543,260,Laurie Wallace,Female,16,Form 4,Eldoret,English,65.0,2.1,65.3,77.2,53.1,62.8,C,Term 3,2025
10544,260,Laurie Wallace,Female,16,Form 4,Eldoret,Computer Science,80.8,1.3,74.3,73.0,71.9,72.7,B,Term 3,2025
10545,260,Laurie Wallace,Female,16,Form 4,Eldoret,Physics,73.2,4.8,72.8,75.7,64.7,69.6,C,Term 3,2025
10546,260,Laurie Wallace,Female,16,Form 4,Eldoret,Biology,100.0,5.4,76.9,82.9,87.4,84.0,A,Term 3,2025
10547,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Biology,88.4,3.2,87.5,93.9,99.8,95.6,A,Term 1,2023
10548,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Physics,59.4,3.3,92.0,82.2,82.1,84.1,A,Term 1,2023
10549,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Mathematics,80.6,3.0,96.7,98.6,100.0,98.9,A,Term 1,2023
10550,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,82.1,4.0,95.6,100.0,98.6,98.4,A,Term 1,2023
10551,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,63.3,3.8,79.9,87.9,76.7,80.7,A,Term 1,2023
10552,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,70.9,3.0,79.4,91.4,95.4,91.0,A,Term 2,2023
10553,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Computer Science,91.0,1.7,92.9,86.5,89.4,89.2,A,Term 2,2023
10554,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Biology,53.8,1.4,75.2,76.2,60.7,68.2,C,Term 2,2023
10555,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,90.3,2.1,78.4,81.8,86.3,83.3,A,Term 3,2023
10556,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,92.0,2.8,97.1,95.2,82.2,89.1,A,Term 3,2023
10557,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Physics,77.6,2.1,87.5,84.2,100.0,92.8,A,Term 3,2023
10558,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Mathematics,81.5,3.7,99.1,94.3,100.0,98.1,A,Term 3,2023
10559,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,53.3,3.1,90.3,81.2,83.0,83.9,A,Term 1,2024
10560,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Physics,71.6,3.7,90.4,100.0,91.7,94.0,A,Term 1,2024
10561,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,99.5,3.8,97.7,100.0,98.8,99.0,A,Term 1,2024
10562,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Biology,64.1,5.3,97.3,100.0,95.1,97.0,A,Term 1,2024
10563,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,75.6,2.8,97.9,100.0,99.3,99.3,A,Term 2,2024
10564,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,96.5,5.6,98.3,98.7,84.6,91.6,A,Term 2,2024
10565,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Biology,82.2,2.1,87.3,72.8,86.1,82.4,A,Term 2,2024
10566,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Mathematics,84.0,0.7,99.1,100.0,100.0,99.8,A,Term 2,2024
10567,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,85.6,5.3,100.0,99.1,93.6,96.6,A,Term 3,2024
10568,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Mathematics,70.4,1.5,100.0,100.0,90.1,95.0,A,Term 3,2024
10569,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Physics,89.7,2.2,85.7,84.1,95.3,90.1,A,Term 3,2024
10570,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Mathematics,96.8,4.6,100.0,99.8,95.8,97.8,A,Term 1,2025
10571,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Physics,87.8,0.5,81.6,94.2,74.5,81.8,A,Term 1,2025
10572,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,91.3,3.6,97.7,89.8,100.0,96.5,A,Term 1,2025
10573,261,Chelsea Edwards,Female,15,Form 1,Nakuru,History,90.9,3.7,91.5,92.9,100.0,96.2,A,Term 1,2025
10574,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Computer Science,74.1,1.6,82.4,83.3,89.0,86.0,A,Term 1,2025
10575,261,Chelsea Edwards,Female,15,Form 1,Nakuru,Biology,60.6,4.8,100.0,100.0,100.0,100.0,A,Term 2,2025
10576,261,Chelsea Edwards,Female,15,Form 1,Nakuru,English,84.2,1.6,87.0,84.2,91.6,88.5,A,Term 2,2025
