record_id,student_id,student_name,gender,age,class,location,subject,attendance_percent,study_hours_per_week,assignment_marks,test_marks,exam_marks,final_score,final_grade,academic_term,academic_year,term_number,period
9040,224,Timothy Morse III,Male,17,Form 2,Mombasa,History,100.0,4.3,84.1,81.2,66.4,74.4,B,Term 1,2023,1,2023-Term 1
9041,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,68.8,0.0,51.4,52.7,54.2,53.2,D,Term 1,2023,1,2023-Term 1
9042,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,75.9,2.9,61.0,52.1,64.9,60.3,C,Term 1,2023,1,2023-Term 1
9043,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,100.0,3.4,82.6,83.7,85.3,84.3,A,Term 1,2023,1,2023-Term 1
9044,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,80.3,4.7,54.8,68.7,53.1,58.1,D,Term 1,2023,1,2023-Term 1
9045,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,91.3,3.9,72.0,69.8,53.4,62.1,C,Term 1,2023,1,2023-Term 1
9046,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,86.6,2.1,58.8,59.1,64.7,61.9,C,Term 2,2023,2,2023-Term 2
9047,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,79.4,4.3,70.7,72.0,58.3,64.9,C,Term 2,2023,2,2023-Term 2
9048,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,85.8,3.2,66.6,83.8,50.6,63.8,C,Term 2,2023,2,2023-Term 2
9049,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,80.7,4.2,63.4,63.6,48.8,56.2,D,Term 2,2023,2,2023-Term 2
9050,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,76.2,5.7,59.8,60.8,62.0,61.2,C,Term 2,2023,2,2023-Term 2
9051,224,Timothy Morse III,Male,17,Form 2,Mombasa,History,77.9,3.1,68.9,71.3,68.9,69.6,C,Term 2,2023,2,2023-Term 2
9052,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,84.4,0.7,67.3,50.4,51.2,54.2,D,Term 3,2023,3,2023-Term 3
9053,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,96.9,0.8,61.0,73.8,66.2,67.5,C,Term 3,2023,3,2023-Term 3
9054,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,89.9,3.1,76.7,82.9,90.5,85.5,A,Term 3,2023,3,2023-Term 3
9055,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,96.8,2.6,54.9,69.1,50.7,57.1,D,Term 1,2024,1,2024-Term 1
9056,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,84.9,2.5,72.0,67.2,81.8,75.4,B,Term 1,2024,1,2024-Term 1
9057,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,91.8,3.2,70.3,60.0,60.2,62.2,C,Term 1,2024,1,2024-Term 1
9058,224,Timothy Morse III,Male,17,Form 2,Mombasa,History,89.6,4.4,68.0,62.5,57.0,60.9,C,Term 1,2024,1,2024-Term 1
9059,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,78.9,4.3,74.0,75.1,63.4,69.0,C,Term 1,2024,1,2024-Term 1
9060,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,87.5,2.3,76.2,93.7,76.8,81.7,A,Term 1,2024,1,2024-Term 1
9061,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,81.1,2.6,64.0,58.1,62.4,61.4,C,Term 2,2024,2,2024-Term 2
9062,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,98.2,2.8,70.0,60.3,54.7,59.4,D,Term 2,2024,2,2024-Term 2
9063,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,67.0,4.9,69.2,63.4,52.6,59.2,D,Term 2,2024,2,2024-Term 2
9064,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,90.7,1.7,73.2,68.3,72.4,71.3,B,Term 3,2024,3,2024-Term 3
9065,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,67.8,7.4,80.2,82.9,75.2,78.5,B,Term 3,2024,3,2024-Term 3
9066,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,82.8,4.6,70.3,71.6,62.5,66.8,C,Term 3,2024,3,2024-Term 3
9067,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,86.4,0.5,74.4,72.9,78.5,76.0,B,Term 3,2024,3,2024-Term 3
9068,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,74.4,2.7,64.9,61.2,57.0,59.9,D,Term 1,2025,1,2025-Term 1
9069,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,99.3,1.8,79.9,78.8,81.8,80.5,A,Term 1,2025,1,2025-Term 1
9070,224,Timothy Morse III,Male,17,Form 2,Mombasa,History,97.2,0.0,65.5,66.1,72.3,69.1,C,Term 1,2025,1,2025-Term 1
9071,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,75.9,1.3,47.6,57.0,56.2,54.7,D,Term 1,2025,1,2025-Term 1
9072,224,Timothy Morse III,Male,17,Form 2,Mombasa,English,90.8,2.3,72.6,71.4,70.3,71.1,B,Term 2,2025,2,2025-Term 2
9073,224,Timothy Morse III,Male,17,Form 2,Mombasa,History,63.8,5.9,69.4,71.7,69.8,70.3,B,Term 2,2025,2,2025-Term 2
9074,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,80.3,3.2,74.5,78.8,61.4,69.2,C,Term 2,2025,2,2025-Term 2
9075,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,76.5,4.3,59.5,53.2,63.1,59.4,D,Term 2,2025,2,2025-Term 2
9076,224,Timothy Morse III,Male,17,Form 2,Mombasa,Computer Science,73.5,2.5,62.3,67.8,69.3,67.5,C,Term 2,2025,2,2025-Term 2
9077,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,84.0,1.3,77.7,80.0,80.1,79.6,B,Term 2,2025,2,2025-Term 2
9078,224,Timothy Morse III,Male,17,Form 2,Mombasa,Physics,85.5,1.7,75.7,52.6,66.9,64.4,C,Term 3,2025,3,2025-Term 3
9079,224,Timothy Morse III,Male,17,Form 2,Mombasa,Mathematics,70.8,4.5,73.4,74.5,67.0,70.5,B,Term 3,2025,3,2025-Term 3
9080,224,Timothy Morse III,Male,17,Form 2,Mombasa,Biology,58.4,2.6,58.3,35.2,44.3,44.4,F,Term 3,2025,3,2025-Term 3
9081,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,82.8,3.9,49.3,46.6,66.9,57.3,D,Term 1,2023,1,2023-Term 1
9082,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,78.2,2.4,38.2,52.3,45.6,46.1,F,Term 1,2023,1,2023-Term 1
9083,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,78.1,3.3,54.3,32.7,59.7,50.5,D,Term 1,2023,1,2023-Term 1
9084,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,81.9,2.4,56.0,64.3,60.2,60.6,C,Term 1,2023,1,2023-Term 1
9085,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,89.1,4.6,64.7,63.5,70.5,67.2,C,Term 1,2023,1,2023-Term 1
9086,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,78.3,5.0,44.7,45.2,52.1,48.6,F,Term 2,2023,2,2023-Term 2
9087,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,84.6,3.0,54.6,72.7,71.4,68.4,C,Term 2,2023,2,2023-Term 2
9088,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,91.4,4.9,56.5,58.2,60.7,59.1,D,Term 2,2023,2,2023-Term 2
9089,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,90.5,3.7,67.4,57.1,64.3,62.8,C,Term 2,2023,2,2023-Term 2
9090,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,76.5,2.8,32.9,34.2,33.8,33.7,F,Term 3,2023,3,2023-Term 3
9091,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,78.7,1.2,53.4,45.8,58.3,53.6,D,Term 3,2023,3,2023-Term 3
9092,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,94.3,2.1,52.9,52.1,60.4,56.4,D,Term 3,2023,3,2023-Term 3
9093,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,87.1,5.4,62.4,62.2,75.9,69.1,C,Term 3,2023,3,2023-Term 3
9094,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,95.4,3.6,66.5,72.3,71.7,70.8,B,Term 3,2023,3,2023-Term 3
9095,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,79.0,3.1,56.6,52.2,58.5,56.2,D,Term 1,2024,1,2024-Term 1
9096,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,76.9,2.1,52.4,59.6,56.7,56.7,D,Term 1,2024,1,2024-Term 1
9097,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,93.1,5.7,64.7,66.4,63.2,64.4,C,Term 1,2024,1,2024-Term 1
9098,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,90.9,3.1,54.7,61.8,67.5,63.2,C,Term 1,2024,1,2024-Term 1
9099,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,92.3,1.7,48.7,51.3,56.6,53.4,D,Term 2,2024,2,2024-Term 2
9100,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,92.4,4.4,59.3,61.5,82.8,71.7,B,Term 2,2024,2,2024-Term 2
9101,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,68.0,1.2,51.8,54.3,50.5,51.9,D,Term 2,2024,2,2024-Term 2
9102,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,66.8,2.7,42.0,43.2,39.0,40.8,F,Term 2,2024,2,2024-Term 2
9103,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,70.2,1.8,39.2,61.6,38.6,45.6,F,Term 2,2024,2,2024-Term 2
9104,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,77.8,3.3,42.5,43.7,55.1,49.2,F,Term 2,2024,2,2024-Term 2
9105,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,85.3,2.8,68.5,65.1,51.8,59.1,D,Term 3,2024,3,2024-Term 3
9106,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,63.2,0.4,45.4,54.9,45.5,48.3,F,Term 3,2024,3,2024-Term 3
9107,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,85.9,4.1,58.2,49.5,48.5,50.7,D,Term 3,2024,3,2024-Term 3
9108,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Computer Science,90.2,3.9,56.9,59.7,67.9,63.2,C,Term 1,2025,1,2025-Term 1
9109,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,100.0,5.7,60.4,75.8,68.5,69.1,C,Term 1,2025,1,2025-Term 1
9110,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,77.3,3.2,52.1,56.8,59.3,57.1,D,Term 1,2025,1,2025-Term 1
9111,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,93.3,2.5,69.5,68.8,69.0,69.0,C,Term 1,2025,1,2025-Term 1
9112,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,83.9,1.6,63.2,71.9,83.2,75.8,B,Term 2,2025,2,2025-Term 2
9113,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,History,91.1,4.8,52.6,65.1,51.9,56.0,D,Term 2,2025,2,2025-Term 2
9114,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,68.6,0.5,43.2,51.3,36.4,42.2,F,Term 2,2025,2,2025-Term 2
9115,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Mathematics,95.8,1.2,47.7,47.4,51.6,49.6,F,Term 3,2025,3,2025-Term 3
9116,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Physics,70.2,3.5,32.5,56.3,51.9,49.3,F,Term 3,2025,3,2025-Term 3
9117,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,English,82.0,0.0,47.2,41.7,57.4,50.7,D,Term 3,2025,3,2025-Term 3
9118,225,Dr. Hunter Williams,Female,18,Form 3,Kisumu,Biology,88.3,1.6,48.1,49.6,49.8,49.4,F,Term 3,2025,3,2025-Term 3
9119,226,James Lowery,Female,14,Form 1,Eldoret,Physics,86.6,3.1,100.0,100.0,99.6,99.8,A,Term 1,2023,1,2023-Term 1
9120,226,James Lowery,Female,14,Form 1,Eldoret,Computer Science,91.7,3.1,93.7,90.8,92.4,92.2,A,Term 1,2023,1,2023-Term 1
9121,226,James Lowery,Female,14,Form 1,Eldoret,Biology,73.5,4.5,99.7,99.5,88.9,94.3,A,Term 1,2023,1,2023-Term 1
9122,226,James Lowery,Female,14,Form 1,Eldoret,History,95.2,2.7,94.6,95.2,100.0,97.5,A,Term 1,2023,1,2023-Term 1
9123,226,James Lowery,Female,14,Form 1,Eldoret,Physics,88.0,2.3,91.8,96.6,95.6,95.1,A,Term 2,2023,2,2023-Term 2
9124,226,James Lowery,Female,14,Form 1,Eldoret,History,82.0,3.5,99.2,100.0,96.6,98.2,A,Term 2,2023,2,2023-Term 2
9125,226,James Lowery,Female,14,Form 1,Eldoret,Biology,94.9,0.6,78.8,72.8,88.8,82.0,A,Term 2,2023,2,2023-Term 2
9126,226,James Lowery,Female,14,Form 1,Eldoret,English,92.4,3.9,98.5,92.3,95.6,95.2,A,Term 2,2023,2,2023-Term 2
9127,226,James Lowery,Female,14,Form 1,Eldoret,Mathematics,78.7,3.4,96.9,95.0,87.8,91.8,A,Term 2,2023,2,2023-Term 2
9128,226,James Lowery,Female,14,Form 1,Eldoret,History,77.5,1.1,80.3,73.1,65.9,70.9,B,Term 3,2023,3,2023-Term 3
9129,226,James Lowery,Female,14,Form 1,Eldoret,English,86.4,1.9,84.8,95.8,91.9,91.6,A,Term 3,2023,3,2023-Term 3
9130,226,James Lowery,Female,14,Form 1,Eldoret,Mathematics,87.0,2.4,87.1,100.0,97.7,96.3,A,Term 3,2023,3,2023-Term 3
9131,226,James Lowery,Female,14,Form 1,Eldoret,Physics,99.1,2.6,87.7,89.9,89.3,89.1,A,Term 1,2024,1,2024-Term 1
9132,226,James Lowery,Female,14,Form 1,Eldoret,English,100.0,1.7,94.5,79.8,90.6,88.1,A,Term 1,2024,1,2024-Term 1
9133,226,James Lowery,Female,14,Form 1,Eldoret,Computer Science,83.4,3.7,100.0,91.1,92.1,93.4,A,Term 1,2024,1,2024-Term 1
9134,226,James Lowery,Female,14,Form 1,Eldoret,Biology,88.1,3.3,90.7,100.0,100.0,98.1,A,Term 1,2024,1,2024-Term 1
9135,226,James Lowery,Female,14,Form 1,Eldoret,English,66.2,3.9,89.6,75.7,93.0,87.1,A,Term 2,2024,2,2024-Term 2
9136,226,James Lowery,Female,14,Form 1,Eldoret,History,69.8,1.5,84.3,83.5,75.1,79.4,B,Term 2,2024,2,2024-Term 2
9137,226,James Lowery,Female,14,Form 1,Eldoret,Biology,78.7,4.3,100.0,100.0,86.5,93.2,A,Term 2,2024,2,2024-Term 2
9138,226,James Lowery,Female,14,Form 1,Eldoret,History,81.7,2.0,75.3,86.3,77.2,79.5,B,Term 3,2024,3,2024-Term 3
9139,226,James Lowery,Female,14,Form 1,Eldoret,Computer Science,67.2,2.0,85.5,80.4,81.5,82.0,A,Term 3,2024,3,2024-Term 3
9140,226,James Lowery,Female,14,Form 1,Eldoret,Physics,90.8,0.0,85.8,81.0,78.7,80.8,A,Term 3,2024,3,2024-Term 3
9141,226,James Lowery,Female,14,Form 1,Eldoret,Biology,91.8,4.5,97.3,100.0,100.0,99.5,A,Term 3,2024,3,2024-Term 3
9142,226,James Lowery,Female,14,Form 1,Eldoret,English,80.9,3.6,76.7,91.1,97.9,91.6,A,Term 3,2024,3,2024-Term 3
9143,226,James Lowery,Female,14,Form 1,Eldoret,English,82.3,3.5,92.0,94.2,100.0,96.6,A,Term 1,2025,1,2025-Term 1
9144,226,James Lowery,Female,14,Form 1,Eldoret,Mathematics,90.4,4.1,92.6,100.0,100.0,98.5,A,Term 1,2025,1,2025-Term 1
9145,226,James Lowery,Female,14,Form 1,Eldoret,Computer Science,85.7,2.9,96.1,100.0,90.5,94.5,A,Term 1,2025,1,2025-Term 1
9146,226,James Lowery,Female,14,Form 1,Eldoret,History,62.9,1.2,83.3,83.8,74.4,79.0,B,Term 1,2025,1,2025-Term 1
9147,226,James Lowery,Female,14,Form 1,Eldoret,History,85.0,1.4,86.0,87.2,85.3,86.0,A,Term 2,2025,2,2025-Term 2
9148,226,James Lowery,Female,14,Form 1,Eldoret,English,87.7,2.3,100.0,100.0,97.3,98.7,A,Term 2,2025,2,2025-Term 2
9149,226,James Lowery,Female,14,Form 1,Eldoret,Computer Science,71.0,4.9,99.7,100.0,100.0,99.9,A,Term 2,2025,2,2025-Term 2
9150,226,James Lowery,Female,14,Form 1,Eldoret,Biology,65.4,2.1,81.9,77.1,76.0,77.5,B,Term 3,2025,3,2025-Term 3
9151,226,James Lowery,Female,14,Form 1,Eldoret,Mathematics,95.5,0.4,88.8,81.8,88.9,86.8,A,Term 3,2025,3,2025-Term 3
9152,226,James Lowery,Female,14,Form 1,Eldoret,Physics,78.0,3.7,78.3,84.8,73.3,77.8,B,Term 3,2025,3,2025-Term 3
9153,226,James Lowery,Female,14,Form 1,Eldoret,History,81.3,1.3,89.4,84.0,69.8,77.9,B,Term 3,2025,3,2025-Term 3
9154,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,80.6,0.0,71.4,63.7,64.3,65.5,C,Term 1,2023,1,2023-Term 1
9155,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,76.4,3.6,69.9,65.3,87.3,77.2,B,Term 1,2023,1,2023-Term 1
9156,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,79.4,4.1,63.2,73.4,66.8,68.0,C,Term 1,2023,1,2023-Term 1
9157,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,91.8,1.1,78.1,75.0,73.1,74.7,B,Term 1,2023,1,2023-Term 1
9158,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,78.0,2.8,63.8,70.3,55.9,61.8,C,Term 2,2023,2,2023-Term 2
9159,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,82.2,2.8,71.3,63.4,65.0,65.8,C,Term 2,2023,2,2023-Term 2
9160,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,58.8,4.2,71.8,67.0,70.6,69.8,C,Term 2,2023,2,2023-Term 2
9161,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,81.7,2.2,74.0,58.7,75.4,70.1,B,Term 2,2023,2,2023-Term 2
9162,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,65.8,5.4,62.4,55.5,58.7,58.5,D,Term 2,2023,2,2023-Term 2
9163,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,80.6,3.9,62.4,63.9,57.3,60.3,C,Term 2,2023,2,2023-Term 2
9164,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,80.9,2.0,74.8,74.5,78.3,76.4,B,Term 3,2023,3,2023-Term 3
9165,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,94.5,1.5,87.1,81.6,100.0,91.9,A,Term 3,2023,3,2023-Term 3
9166,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,77.8,1.2,61.0,71.4,62.9,65.1,C,Term 3,2023,3,2023-Term 3
9167,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,83.0,3.1,78.3,78.5,74.4,76.4,B,Term 3,2023,3,2023-Term 3
9168,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,77.8,3.8,86.2,77.0,75.6,78.1,B,Term 3,2023,3,2023-Term 3
9169,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,86.0,2.3,69.4,65.1,65.5,66.2,C,Term 3,2023,3,2023-Term 3
9170,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,88.1,3.5,91.7,81.7,83.9,84.8,A,Term 1,2024,1,2024-Term 1
9171,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,68.3,1.5,71.5,63.2,57.3,61.9,C,Term 1,2024,1,2024-Term 1
9172,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,67.3,1.8,63.8,70.6,58.3,63.1,C,Term 1,2024,1,2024-Term 1
9173,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,94.3,2.8,75.1,84.8,67.1,74.0,B,Term 1,2024,1,2024-Term 1
9174,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,69.7,1.5,71.6,66.1,71.2,69.7,C,Term 2,2024,2,2024-Term 2
9175,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,83.7,1.4,69.1,66.2,59.6,63.5,C,Term 2,2024,2,2024-Term 2
9176,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,90.9,2.3,57.1,57.9,62.7,60.2,C,Term 2,2024,2,2024-Term 2
9177,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,86.1,3.2,68.6,75.8,69.8,71.4,B,Term 2,2024,2,2024-Term 2
9178,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,67.6,2.5,57.3,72.4,67.2,66.8,C,Term 2,2024,2,2024-Term 2
9179,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,68.4,2.6,72.0,73.7,75.9,74.5,B,Term 2,2024,2,2024-Term 2
9180,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,85.8,2.0,62.0,65.0,65.3,64.5,C,Term 3,2024,3,2024-Term 3
9181,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,92.3,2.6,55.9,55.1,54.1,54.7,D,Term 3,2024,3,2024-Term 3
9182,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,53.9,5.4,55.3,62.8,62.9,61.4,C,Term 3,2024,3,2024-Term 3
9183,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,67.3,4.8,78.7,79.8,72.3,75.9,B,Term 3,2024,3,2024-Term 3
9184,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,84.5,3.3,74.2,73.3,96.7,85.2,A,Term 1,2025,1,2025-Term 1
9185,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,73.0,5.0,72.7,51.9,66.0,63.1,C,Term 1,2025,1,2025-Term 1
9186,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,86.7,3.4,60.4,72.8,70.7,69.3,C,Term 1,2025,1,2025-Term 1
9187,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,91.6,6.5,71.2,73.4,67.3,69.9,C,Term 1,2025,1,2025-Term 1
9188,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,83.2,5.0,67.3,83.0,78.2,77.4,B,Term 1,2025,1,2025-Term 1
9189,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,60.2,2.1,52.8,50.7,42.0,46.8,F,Term 2,2025,2,2025-Term 2
9190,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,84.5,1.4,77.8,75.1,87.0,81.6,A,Term 2,2025,2,2025-Term 2
9191,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,84.6,3.5,72.4,76.8,86.2,80.6,A,Term 2,2025,2,2025-Term 2
9192,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Biology,47.8,5.8,65.8,52.8,76.8,67.4,C,Term 2,2025,2,2025-Term 2
9193,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,68.2,4.7,70.9,62.9,81.5,73.8,B,Term 2,2025,2,2025-Term 2
9194,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Computer Science,80.5,4.1,57.9,64.1,49.7,55.7,D,Term 2,2025,2,2025-Term 2
9195,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Mathematics,85.6,2.0,68.7,67.4,57.2,62.6,C,Term 3,2025,3,2025-Term 3
9196,227,Caroline Mason MD,Male,19,Form 1,Mombasa,History,93.2,3.8,63.5,67.6,64.1,65.1,C,Term 3,2025,3,2025-Term 3
9197,227,Caroline Mason MD,Male,19,Form 1,Mombasa,Physics,48.8,3.1,68.5,69.3,77.1,73.0,B,Term 3,2025,3,2025-Term 3
9198,227,Caroline Mason MD,Male,19,Form 1,Mombasa,English,66.2,4.1,65.1,78.1,87.7,80.3,A,Term 3,2025,3,2025-Term 3
9199,228,Timothy Martin,Female,13,Form 1,Eldoret,Physics,87.5,1.4,65.6,73.5,66.5,68.4,C,Term 1,2023,1,2023-Term 1
9200,228,Timothy Martin,Female,13,Form 1,Eldoret,History,76.2,4.1,87.8,77.2,88.5,85.0,A,Term 1,2023,1,2023-Term 1
9201,228,Timothy Martin,Female,13,Form 1,Eldoret,Mathematics,83.9,4.2,83.1,83.8,76.3,79.9,B,Term 1,2023,1,2023-Term 1
9202,228,Timothy Martin,Female,13,Form 1,Eldoret,Computer Science,90.2,4.4,80.8,75.2,74.0,75.7,B,Term 1,2023,1,2023-Term 1
9203,228,Timothy Martin,Female,13,Form 1,Eldoret,English,80.9,4.9,91.2,90.7,88.0,89.4,A,Term 1,2023,1,2023-Term 1
9204,228,Timothy Martin,Female,13,Form 1,Eldoret,Computer Science,100.0,2.0,77.8,69.9,84.6,78.8,B,Term 2,2023,2,2023-Term 2
9205,228,Timothy Martin,Female,13,Form 1,Eldoret,Physics,67.3,1.9,63.2,75.5,57.7,64.2,C,Term 2,2023,2,2023-Term 2
9206,228,Timothy Martin,Female,13,Form 1,Eldoret,Biology,72.4,2.0,84.4,80.8,66.6,74.4,B,Term 2,2023,2,2023-Term 2
9207,228,Timothy Martin,Female,13,Form 1,Eldoret,Mathematics,75.8,5.4,74.3,96.9,77.0,82.4,A,Term 3,2023,3,2023-Term 3
9208,228,Timothy Martin,Female,13,Form 1,Eldoret,Physics,81.3,2.0,75.0,69.9,71.0,71.5,B,Term 3,2023,3,2023-Term 3
9209,228,Timothy Martin,Female,13,Form 1,Eldoret,History,69.2,2.6,64.8,72.2,66.2,67.8,C,Term 3,2023,3,2023-Term 3
9210,228,Timothy Martin,Female,13,Form 1,Eldoret,Biology,88.9,4.1,81.1,75.6,72.5,75.2,B,Term 3,2023,3,2023-Term 3
9211,228,Timothy Martin,Female,13,Form 1,Eldoret,Computer Science,71.4,3.1,77.1,81.6,74.0,76.9,B,Term 3,2023,3,2023-Term 3
9212,228,Timothy Martin,Female,13,Form 1,Eldoret,English,84.4,3.0,100.0,90.5,90.3,92.3,A,Term 3,2023,3,2023-Term 3
9213,228,Timothy Martin,Female,13,Form 1,Eldoret,History,85.3,1.2,55.9,60.5,55.0,56.8,D,Term 1,2024,1,2024-Term 1
9214,228,Timothy Martin,Female,13,Form 1,Eldoret,Biology,96.5,0.8,57.9,62.6,63.9,62.3,C,Term 1,2024,1,2024-Term 1
9215,228,Timothy Martin,Female,13,Form 1,Eldoret,Computer Science,81.2,2.9,67.7,75.9,65.7,69.2,C,Term 1,2024,1,2024-Term 1
9216,228,Timothy Martin,Female,13,Form 1,Eldoret,Mathematics,89.8,0.8,79.1,84.2,58.0,70.1,B,Term 1,2024,1,2024-Term 1
9217,228,Timothy Martin,Female,13,Form 1,Eldoret,English,94.1,5.4,92.1,78.9,93.1,88.7,A,Term 1,2024,1,2024-Term 1
