feedback_id,teacher_name,subject,academic_term,academic_year,clarity_of_teaching,communication,subject_knowledge,explains_concepts_well,classroom_engagement,availability,use_of_materials,responsiveness,fairness_in_assessment,overall_effectiveness
1938,Mary Harris,Mathematics,Term 3,2025,4,4,5,3,4,4,4,4,4,4
1939,Mary Harris,Mathematics,Term 3,2025,5,4,5,5,2,3,3,4,4,4
1940,Mary Harris,Mathematics,Term 3,2025,3,2,5,5,5,5,5,3,3,5
1941,Mary Harris,Mathematics,Term 3,2025,2,4,5,5,4,3,5,4,3,2
1942,Mary Harris,Mathematics,Term 3,2025,5,5,4,4,4,4,3,4,4,5
1943,Mary Harris,Mathematics,Term 3,2025,3,4,4,4,4,3,5,4,5,4
1944,Mary Harris,Mathematics,Term 3,2025,5,4,5,4,4,4,3,4,4,4
1945,Mary Harris,Mathematics,Term 3,2025,4,4,3,4,5,3,5,4,4,5
1946,Mary Harris,Mathematics,Term 3,2025,4,5,3,5,5,4,4,4,4,4
1947,Mary Harris,Mathematics,Term 3,2025,4,4,4,4,4,4,4,5,4,4
1948,Mary Harris,Mathematics,Term 3,2025,4,3,4,4,4,5,5,4,5,4
1949,Mary Harris,Mathematics,Term 3,2025,4,5,4,3,4,4,4,4,4,3
1950,Mary Harris,Mathematics,Term 3,2025,5,4,4,4,5,5,4,5,4,5
1951,Mary Harris,Mathematics,Term 3,2025,3,5,4,5,4,5,4,5,2,4
1952,Mary Harris,Mathematics,Term 3,2025,5,4,5,5,3,5,5,5,3,5
1953,Mary Harris,Mathematics,Term 3,2025,5,4,5,3,4,5,4,4,4,4
1954,Mary Harris,Mathematics,Term 3,2025,4,4,5,4,4,3,3,4,5,5
1955,Mary Harris,Mathematics,Term 3,2025,5,4,5,4,5,4,5,4,5,5
1956,Mary Harris,Mathematics,Term 3,2025,4,4,5,5,5,5,4,5,4,3
1957,Mary Harris,Mathematics,Term 3,2025,4,4,3,4,3,2,5,4,4,4
1958,Mary Harris,Mathematics,Term 3,2025,5,4,3,5,2,4,4,5,5,4
1959,Mary Harris,Mathematics,Term 3,2025,4,5,4,3,3,4,3,3,4,3
1960,Mary Harris,Mathematics,Term 3,2025,5,3,5,3,5,4,5,4,4,5
1961,Mary Harris,Mathematics,Term 3,2025,3,3,3,4,3,5,5,4,5,2
1962,Mary Harris,Mathematics,Term 3,2025,3,5,3,4,5,4,3,4,4,4
1963,Mary Harris,Mathematics,Term 3,2025,4,5,3,5,5,5,5,5,4,4
1964,Mary Harris,Mathematics,Term 3,2025,5,4,4,5,4,3,4,4,5,4
1965,Mary Harris,Mathematics,Term 3,2025,5,4,4,4,4,5,4,3,4,4
1966,Mary Harris,Mathematics,Term 3,2025,4,4,5,4,4,4,5,2,4,4
1967,Mary Harris,Mathematics,Term 3,2025,4,5,5,4,5,5,5,4,4,5
1968,Mary Harris,Mathematics,Term 3,2025,4,5,3,4,4,5,5,5,4,4
1969,Miguel Wilson,Mathematics,Term 1,2023,5,3,3,5,3,5,3,3,5,3
1970,Miguel Wilson,Mathematics,Term 1,2023,4,2,3,3,3,4,3,4,4,3
1971,Miguel Wilson,Mathematics,Term 1,2023,3,4,4,5,4,3,2,4,3,3
1972,Miguel Wilson,Mathematics,Term 1,2023,4,3,5,5,5,5,4,5,4,4
1973,Miguel Wilson,Mathematics,Term 1,2023,5,3,5,5,4,3,4,3,4,4
1974,Miguel Wilson,Mathematics,Term 1,2023,4,4,4,3,4,5,5,4,3,5
1975,Miguel Wilson,Mathematics,Term 1,2023,4,4,4,3,4,5,4,3,4,4
1976,Miguel Wilson,Mathematics,Term 1,2023,5,4,3,4,4,5,4,3,4,5
1977,Miguel Wilson,Mathematics,Term 1,2023,3,4,3,5,5,4,3,4,4,4
1978,Miguel Wilson,Mathematics,Term 1,2023,4,3,3,3,4,5,5,5,3,5
1979,Miguel Wilson,Mathematics,Term 1,2023,4,4,5,5,3,4,4,4,4,5
1980,Miguel Wilson,Mathematics,Term 1,2023,4,4,4,3,5,3,2,3,2,4
1981,Miguel Wilson,Mathematics,Term 1,2023,3,5,4,4,3,4,5,2,4,3
1982,Miguel Wilson,Mathematics,Term 1,2023,5,3,5,4,3,3,4,3,3,5
1983,Miguel Wilson,Mathematics,Term 1,2023,2,5,4,4,5,4,3,5,2,4
1984,Miguel Wilson,Mathematics,Term 1,2023,5,3,3,3,4,2,2,3,3,4
1985,Miguel Wilson,Mathematics,Term 1,2023,4,3,5,4,5,4,3,3,3,4
1986,Miguel Wilson,Mathematics,Term 1,2023,4,3,4,4,3,5,3,4,3,3
1987,Miguel Wilson,Mathematics,Term 1,2023,3,3,4,4,3,4,4,5,5,4
1988,Miguel Wilson,Mathematics,Term 1,2023,4,3,4,2,3,4,5,4,4,4
1989,Miguel Wilson,Mathematics,Term 1,2023,3,3,3,5,4,3,3,2,4,3
1990,Miguel Wilson,Mathematics,Term 1,2023,4,4,3,4,5,3,3,4,5,5
1991,Miguel Wilson,Mathematics,Term 1,2023,3,3,4,4,4,3,5,5,3,3
1992,Miguel Wilson,Mathematics,Term 1,2023,4,4,4,4,4,2,5,2,2,3
1993,Miguel Wilson,Mathematics,Term 1,2023,3,5,5,3,3,4,4,5,3,4
1994,Miguel Wilson,Mathematics,Term 1,2023,4,5,5,5,4,5,5,3,4,4
1995,Miguel Wilson,Mathematics,Term 1,2023,4,4,5,4,4,4,3,5,5,3
1996,Miguel Wilson,Mathematics,Term 1,2023,4,5,4,4,4,4,3,4,3,4
1997,Miguel Wilson,Mathematics,Term 1,2023,5,5,3,3,3,4,3,5,3,4
1998,Miguel Wilson,Mathematics,Term 1,2023,4,3,4,3,3,4,4,3,5,4
1999,Miguel Wilson,Mathematics,Term 1,2023,3,4,5,3,4,4,4,3,4,4
2000,Miguel Wilson,Mathematics,Term 1,2023,5,4,5,4,5,4,4,4,4,3
2001,Miguel Wilson,Mathematics,Term 1,2023,4,3,4,2,4,3,4,3,5,3
2002,Miguel Wilson,Mathematics,Term 2,2023,4,5,5,5,3,4,3,4,4,5
2003,Miguel Wilson,Mathematics,Term 2,2023,4,3,3,4,4,4,4,3,4,4
2004,Miguel Wilson,Mathematics,Term 2,2023,2,4,4,4,3,4,4,4,3,5
2005,Miguel Wilson,Mathematics,Term 2,2023,3,4,5,4,5,3,5,4,4,4
2006,Miguel Wilson,Mathematics,Term 2,2023,3,4,4,4,2,5,5,2,4,4
2007,Miguel Wilson,Mathematics,Term 2,2023,5,3,5,3,4,5,4,4,4,5
2008,Miguel Wilson,Mathematics,Term 2,2023,4,4,5,4,3,4,5,5,4,5
2009,Miguel Wilson,Mathematics,Term 2,2023,4,3,3,3,4,4,5,4,4,3
2010,Miguel Wilson,Mathematics,Term 2,2023,5,5,4,3,3,5,4,4,4,3
2011,Miguel Wilson,Mathematics,Term 2,2023,5,4,5,3,3,4,4,4,5,3
2012,Miguel Wilson,Mathematics,Term 2,2023,3,3,3,4,4,4,5,4,3,4
2013,Miguel Wilson,Mathematics,Term 2,2023,3,2,5,5,5,4,5,3,4,5
2014,Miguel Wilson,Mathematics,Term 2,2023,4,4,4,5,5,4,4,3,4,4
2015,Miguel Wilson,Mathematics,Term 2,2023,4,3,5,3,4,3,4,4,4,2
2016,Miguel Wilson,Mathematics,Term 2,2023,3,5,4,5,4,5,4,3,4,4
2017,Miguel Wilson,Mathematics,Term 2,2023,4,2,5,4,2,3,4,3,3,4
2018,Miguel Wilson,Mathematics,Term 2,2023,3,4,3,4,5,4,4,3,5,4
2019,Miguel Wilson,Mathematics,Term 2,2023,5,4,5,5,5,4,4,4,4,4
2020,Miguel Wilson,Mathematics,Term 2,2023,3,4,4,4,3,3,3,4,4,4
2021,Miguel Wilson,Mathematics,Term 2,2023,4,3,4,2,5,4,5,4,4,5
2022,Miguel Wilson,Mathematics,Term 2,2023,4,3,5,4,3,3,3,5,4,4
2023,Miguel Wilson,Mathematics,Term 2,2023,5,5,4,4,4,5,4,5,3,4
2024,Miguel Wilson,Mathematics,Term 2,2023,3,3,5,4,4,4,4,5,4,5
2025,Miguel Wilson,Mathematics,Term 2,2023,4,3,4,5,4,4,4,5,5,5
2026,Miguel Wilson,Mathematics,Term 2,2023,4,4,5,3,2,2,4,4,3,4
2027,Miguel Wilson,Mathematics,Term 2,2023,4,3,4,3,4,5,4,4,4,4
2028,Miguel Wilson,Mathematics,Term 2,2023,3,3,4,5,3,3,4,3,5,4
2029,Miguel Wilson,Mathematics,Term 2,2023,4,3,4,3,4,5,5,4,3,3
2030,Miguel Wilson,Mathematics,Term 2,2023,4,4,5,4,4,4,4,4,3,5
2031,Miguel Wilson,Mathematics,Term 2,2023,4,5,4,4,5,3,4,4,3,5
2032,Miguel Wilson,Mathematics,Term 2,2023,4,4,5,4,3,5,5,3,3,3
2033,Miguel Wilson,Mathematics,Term 2,2023,1,5,3,3,4,4,4,4,5,3
2034,Miguel Wilson,Mathematics,Term 2,2023,5,4,3,4,4,5,4,3,3,3
2035,Miguel Wilson,Mathematics,Term 2,2023,4,5,4,3,5,3,5,4,4,4
2036,Miguel Wilson,Mathematics,Term 2,2023,5,5,4,4,3,3,4,5,3,5
2037,Miguel Wilson,Mathematics,Term 2,2023,4,5,2,3,5,4,4,4,4,4
2038,Miguel Wilson,Mathematics,Term 2,2023,4,5,5,5,5,4,5,5,5,4
2039,Miguel Wilson,Mathematics,Term 2,2023,5,5,3,4,4,5,4,5,4,4
2040,Miguel Wilson,Mathematics,Term 2,2023,3,4,5,4,3,3,5,3,2,5
2041,Miguel Wilson,Mathematics,Term 3,2023,4,4,5,3,5,2,4,5,4,3
2042,Miguel Wilson,Mathematics,Term 3,2023,4,5,4,3,4,5,5,2,5,5
2043,Miguel Wilson,Mathematics,Term 3,2023,3,4,4,3,4,3,4,3,4,4
2044,Miguel Wilson,Mathematics,Term 3,2023,4,3,2,5,5,4,4,4,2,5
2045,Miguel Wilson,Mathematics,Term 3,2023,3,3,5,4,3,4,3,4,4,4
2046,Miguel Wilson,Mathematics,Term 3,2023,2,4,3,5,4,5,3,3,3,4
2047,Miguel Wilson,Mathematics,Term 3,2023,3,2,4,5,5,4,3,4,5,3
2048,Miguel Wilson,Mathematics,Term 3,2023,4,5,4,5,4,4,4,3,4,4
2049,Miguel Wilson,Mathematics,Term 3,2023,3,5,4,4,5,3,4,4,4,3
2050,Miguel Wilson,Mathematics,Term 3,2023,5,4,3,3,2,4,5,3,4,4
2051,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,3,3,4,4,5,5,4
2052,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,5,3,4,5,3,5,3
2053,Miguel Wilson,Mathematics,Term 3,2023,3,4,4,2,2,5,4,4,4,3
2054,Miguel Wilson,Mathematics,Term 3,2023,3,4,3,4,5,2,4,3,4,4
2055,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,4,3,4,3,2,3,5
2056,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,3,4,3,4,3,3,4
2057,Miguel Wilson,Mathematics,Term 3,2023,3,4,4,1,5,3,4,3,4,3
2058,Miguel Wilson,Mathematics,Term 3,2023,5,3,5,2,4,3,4,4,4,4
2059,Miguel Wilson,Mathematics,Term 3,2023,4,4,3,5,3,4,4,3,4,2
2060,Miguel Wilson,Mathematics,Term 3,2023,4,3,4,5,5,3,2,4,4,3
2061,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,3,3,3,3,4,3,3
2062,Miguel Wilson,Mathematics,Term 3,2023,4,4,5,5,5,4,4,3,5,4
2063,Miguel Wilson,Mathematics,Term 3,2023,5,4,4,4,3,4,5,3,4,2
2064,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,4,4,4,4,4,3,3
2065,Miguel Wilson,Mathematics,Term 3,2023,5,4,3,4,4,3,3,5,3,2
2066,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,3,4,4,2,4,5,4
2067,Miguel Wilson,Mathematics,Term 3,2023,3,5,5,3,4,3,3,4,5,4
2068,Miguel Wilson,Mathematics,Term 3,2023,4,5,3,3,4,4,4,5,3,5
2069,Miguel Wilson,Mathematics,Term 3,2023,3,3,5,5,4,5,3,2,5,3
2070,Miguel Wilson,Mathematics,Term 3,2023,4,5,3,3,3,3,3,3,5,3
2071,Miguel Wilson,Mathematics,Term 3,2023,4,3,4,5,4,3,4,3,4,3
2072,Miguel Wilson,Mathematics,Term 3,2023,4,4,4,5,4,4,3,3,4,4
2073,Miguel Wilson,Mathematics,Term 3,2023,4,4,3,4,3,5,4,4,4,5
2074,Miguel Wilson,Mathematics,Term 3,2023,5,3,4,5,5,4,5,2,3,2
2075,Miguel Wilson,Mathematics,Term 3,2023,3,4,3,3,2,4,3,5,4,5
2076,Miguel Wilson,Mathematics,Term 3,2023,4,5,4,4,5,4,4,4,3,4
2077,Miguel Wilson,Mathematics,Term 3,2023,5,4,3,4,3,3,5,4,3,4
2078,Miguel Wilson,Mathematics,Term 1,2024,4,4,5,3,4,3,5,4,4,4
2079,Miguel Wilson,Mathematics,Term 1,2024,3,3,4,4,5,4,5,4,3,5
2080,Miguel Wilson,Mathematics,Term 1,2024,5,4,4,3,3,2,4,4,5,3
2081,Miguel Wilson,Mathematics,Term 1,2024,4,5,3,4,3,3,3,3,3,4
2082,Miguel Wilson,Mathematics,Term 1,2024,4,3,3,4,5,4,2,3,3,3
2083,Miguel Wilson,Mathematics,Term 1,2024,5,4,4,5,4,4,4,3,3,5
2084,Miguel Wilson,Mathematics,Term 1,2024,4,2,4,5,4,4,5,4,4,2
2085,Miguel Wilson,Mathematics,Term 1,2024,4,5,4,4,4,4,3,5,5,4
2086,Miguel Wilson,Mathematics,Term 1,2024,5,4,3,4,5,4,4,4,2,3
2087,Miguel Wilson,Mathematics,Term 1,2024,3,5,4,3,4,4,3,3,5,2
2088,Miguel Wilson,Mathematics,Term 1,2024,3,5,3,3,3,4,4,3,5,3
2089,Miguel Wilson,Mathematics,Term 1,2024,4,3,4,4,3,4,4,4,5,3
2090,Miguel Wilson,Mathematics,Term 1,2024,5,4,3,4,4,3,4,5,2,4
2091,Miguel Wilson,Mathematics,Term 1,2024,4,3,4,5,3,3,3,4,3,4
2092,Miguel Wilson,Mathematics,Term 1,2024,5,4,4,4,5,3,3,2,4,4
2093,Miguel Wilson,Mathematics,Term 1,2024,3,3,5,5,4,3,3,4,4,4
2094,Miguel Wilson,Mathematics,Term 1,2024,4,3,4,4,3,4,3,3,3,3
2095,Miguel Wilson,Mathematics,Term 1,2024,4,3,5,3,4,4,3,4,2,5
2096,Miguel Wilson,Mathematics,Term 2,2024,4,5,4,4,5,4,3,5,4,4
2097,Miguel Wilson,Mathematics,Term 2,2024,4,5,5,5,4,5,4,3,4,4
2098,Miguel Wilson,Mathematics,Term 2,2024,3,3,3,5,4,4,4,5,4,4
2099,Miguel Wilson,Mathematics,Term 2,2024,2,2,3,3,3,4,4,3,5,4
2100,Miguel Wilson,Mathematics,Term 2,2024,4,4,5,4,4,3,4,3,3,4
2101,Miguel Wilson,Mathematics,Term 2,2024,4,4,4,2,4,4,3,4,5,4
2102,Miguel Wilson,Mathematics,Term 2,2024,4,4,3,4,4,5,5,2,3,3
2103,Miguel Wilson,Mathematics,Term 2,2024,4,4,5,4,4,4,4,5,4,3
2104,Miguel Wilson,Mathematics,Term 2,2024,4,5,4,4,5,3,4,4,4,4
2105,Miguel Wilson,Mathematics,Term 2,2024,4,4,4,4,3,4,3,4,5,4
2106,Miguel Wilson,Mathematics,Term 2,2024,4,4,4,5,5,4,3,4,4,4
2107,Miguel Wilson,Mathematics,Term 2,2024,5,5,4,3,3,3,5,2,4,3
2108,Miguel Wilson,Mathematics,Term 2,2024,4,3,2,4,3,4,5,3,4,3
2109,Miguel Wilson,Mathematics,Term 2,2024,3,5,4,4,3,3,3,4,5,4
2110,Miguel Wilson,Mathematics,Term 2,2024,3,3,4,4,3,4,5,3,3,4
2111,Miguel Wilson,Mathematics,Term 2,2024,3,4,3,4,4,3,3,4,5,3
2112,Miguel Wilson,Mathematics,Term 2,2024,5,4,3,4,4,5,4,5,5,3
2113,Miguel Wilson,Mathematics,Term 3,2024,3,2,5,3,5,5,5,4,4,4
2114,Miguel Wilson,Mathematics,Term 3,2024,3,3,3,4,3,3,5,3,3,5
2115,Miguel Wilson,Mathematics,Term 3,2024,5,5,3,3,5,4,4,5,3,3
2116,Miguel Wilson,Mathematics,Term 3,2024,4,4,3,3,3,4,4,4,4,3
2117,Miguel Wilson,Mathematics,Term 3,2024,4,4,5,4,2,3,4,2,4,3
2118,Miguel Wilson,Mathematics,Term 3,2024,4,3,5,4,4,4,3,4,3,4
2119,Miguel Wilson,Mathematics,Term 3,2024,3,4,4,4,3,4,4,3,3,4
2120,Miguel Wilson,Mathematics,Term 3,2024,3,4,4,3,5,3,3,4,4,4
2121,Miguel Wilson,Mathematics,Term 3,2024,4,3,3,5,3,2,3,4,2,3
2122,Miguel Wilson,Mathematics,Term 3,2024,5,3,4,4,4,4,3,5,3,3
2123,Miguel Wilson,Mathematics,Term 3,2024,4,4,3,5,4,4,3,3,2,5
2124,Miguel Wilson,Mathematics,Term 3,2024,3,3,4,1,4,5,3,3,5,3
2125,Miguel Wilson,Mathematics,Term 3,2024,5,5,4,3,4,4,4,4,3,3
2126,Miguel Wilson,Mathematics,Term 3,2024,4,5,3,4,4,4,4,3,4,4
2127,Miguel Wilson,Mathematics,Term 3,2024,4,4,2,4,4,5,4,4,5,3
2128,Miguel Wilson,Mathematics,Term 3,2024,3,4,5,4,3,5,4,4,4,3
2129,Miguel Wilson,Mathematics,Term 3,2024,4,2,3,4,4,4,5,4,3,4
2130,Miguel Wilson,Mathematics,Term 3,2024,4,4,4,5,3,5,3,3,3,5
2131,Miguel Wilson,Mathematics,Term 3,2024,3,4,3,3,4,4,4,3,3,4
2132,Miguel Wilson,Mathematics,Term 3,2024,5,4,3,3,3,4,5,2,4,3
2133,Miguel Wilson,Mathematics,Term 3,2024,4,4,5,4,5,3,4,2,4,4
2134,Miguel Wilson,Mathematics,Term 3,2024,4,4,5,4,4,5,5,4,4,4
2135,Miguel Wilson,Mathematics,Term 3,2024,5,4,4,3,3,4,3,4,4,3
2136,Miguel Wilson,Mathematics,Term 3,2024,3,5,4,3,5,4,3,4,5,3
2137,Miguel Wilson,Mathematics,Term 3,2024,4,4,4,5,3,3,4,4,4,4
2138,Miguel Wilson,Mathematics,Term 3,2024,3,4,3,5,2,4,4,4,4,4
2139,Miguel Wilson,Mathematics,Term 3,2024,5,4,5,4,3,2,4,4,3,4
2140,Miguel Wilson,Mathematics,Term 3,2024,3,5,4,2,3,2,4,4,5,3
2141,Miguel Wilson,Mathematics,Term 3,2024,3,3,3,3,3,4,5,5,4,4
2142,Miguel Wilson,Mathematics,Term 3,2024,4,4,3,4,4,3,4,4,4,3
2143,Miguel Wilson,Mathematics,Term 1,2025,5,3,5,3,4,3,3,3,3,3
2144,Miguel Wilson,Mathematics,Term 1,2025,5,5,4,5,5,5,5,5,5,5
2145,Miguel Wilson,Mathematics,Term 1,2025,3,5,4,4,2,3,5,5,4,3
2146,Miguel Wilson,Mathematics,Term 1,2025,4,4,4,4,3,3,2,4,4,3
2147,Miguel Wilson,Mathematics,Term 1,2025,3,5,3,5,4,4,5,2,4,3
2148,Miguel Wilson,Mathematics,Term 1,2025,4,4,3,5,4,4,5,3,4,5
2149,Miguel Wilson,Mathematics,Term 1,2025,5,4,3,4,5,5,4,5,5,4
2150,Miguel Wilson,Mathematics,Term 1,2025,4,3,3,4,3,4,4,3,5,4
2151,Miguel Wilson,Mathematics,Term 1,2025,3,4,4,3,3,4,5,4,4,4
2152,Miguel Wilson,Mathematics,Term 1,2025,4,5,4,3,3,3,5,4,4,3
2153,Miguel Wilson,Mathematics,Term 1,2025,5,4,4,4,3,4,4,4,5,2
2154,Miguel Wilson,Mathematics,Term 1,2025,4,5,5,3,4,4,4,3,3,2
2155,Miguel Wilson,Mathematics,Term 1,2025,3,3,2,4,4,4,4,5,4,4
2156,Miguel Wilson,Mathematics,Term 1,2025,4,5,4,4,3,5,3,4,5,4
2157,Miguel Wilson,Mathematics,Term 1,2025,4,4,3,2,3,5,3,4,4,4
2158,Miguel Wilson,Mathematics,Term 1,2025,4,3,5,4,5,3,4,4,3,4
2159,Miguel Wilson,Mathematics,Term 1,2025,3,3,4,3,4,3,4,2,4,4
2160,Miguel Wilson,Mathematics,Term 1,2025,5,3,2,3,4,5,3,5,4,4
2161,Miguel Wilson,Mathematics,Term 1,2025,4,3,5,3,3,4,4,5,4,4
2162,Miguel Wilson,Mathematics,Term 1,2025,5,4,4,4,5,5,3,3,3,4
2163,Miguel Wilson,Mathematics,Term 1,2025,5,2,5,5,3,4,3,5,4,4
2164,Miguel Wilson,Mathematics,Term 1,2025,4,4,4,3,4,4,3,4,4,4
2165,Miguel Wilson,Mathematics,Term 1,2025,5,4,4,3,3,4,4,5,4,2
2166,Miguel Wilson,Mathematics,Term 1,2025,4,4,2,4,5,3,3,4,5,5
2167,Miguel Wilson,Mathematics,Term 1,2025,3,4,4,3,5,5,4,3,3,5
2168,Miguel Wilson,Mathematics,Term 1,2025,5,3,4,2,4,3,3,3,3,5
2169,Miguel Wilson,Mathematics,Term 1,2025,4,5,3,4,4,4,3,4,5,4
2170,Miguel Wilson,Mathematics,Term 1,2025,4,5,4,3,4,5,5,3,4,4
2171,Miguel Wilson,Mathematics,Term 1,2025,4,3,4,3,2,5,5,4,4,3
2172,Miguel Wilson,Mathematics,Term 1,2025,4,4,3,3,2,2,2,3,4,4
2173,Miguel Wilson,Mathematics,Term 1,2025,5,3,5,4,4,4,4,4,4,5
2174,Miguel Wilson,Mathematics,Term 1,2025,5,4,5,4,4,3,5,4,5,3
2175,Miguel Wilson,Mathematics,Term 1,2025,2,5,3,4,5,3,4,5,4,5
2176,Miguel Wilson,Mathematics,Term 1,2025,4,5,4,3,4,2,3,4,4,5
2177,Miguel Wilson,Mathematics,Term 2,2025,4,3,4,3,3,3,3,4,3,4
2178,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,3,3,4,3,3,3,3
2179,Miguel Wilson,Mathematics,Term 2,2025,5,2,5,3,4,5,4,3,5,4
2180,Miguel Wilson,Mathematics,Term 2,2025,4,5,3,2,5,3,5,4,4,3
2181,Miguel Wilson,Mathematics,Term 2,2025,4,3,4,4,5,3,3,3,4,5
2182,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,3,3,4,5,4,5,3
2183,Miguel Wilson,Mathematics,Term 2,2025,4,2,4,3,4,1,5,3,3,3
2184,Miguel Wilson,Mathematics,Term 2,2025,4,4,5,4,3,3,4,4,3,3
2185,Miguel Wilson,Mathematics,Term 2,2025,4,5,4,4,4,3,5,4,3,3
2186,Miguel Wilson,Mathematics,Term 2,2025,4,5,4,4,4,3,5,5,3,5
2187,Miguel Wilson,Mathematics,Term 2,2025,5,4,3,4,4,3,5,5,4,4
2188,Miguel Wilson,Mathematics,Term 2,2025,5,3,4,3,5,3,4,4,3,5
2189,Miguel Wilson,Mathematics,Term 2,2025,4,4,3,4,3,3,3,4,5,4
2190,Miguel Wilson,Mathematics,Term 2,2025,4,4,4,2,4,4,4,4,4,5
2191,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,5,4,3,3,3,4,4
2192,Miguel Wilson,Mathematics,Term 2,2025,3,3,4,5,3,3,4,4,4,4
2193,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,3,3,2,4,3,4,4
2194,Miguel Wilson,Mathematics,Term 2,2025,4,3,4,5,5,4,5,4,4,4
2195,Miguel Wilson,Mathematics,Term 2,2025,3,3,3,3,4,4,2,4,5,5
2196,Miguel Wilson,Mathematics,Term 2,2025,5,3,4,4,5,3,4,5,2,4
2197,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,5,3,4,4,4,4,3
2198,Miguel Wilson,Mathematics,Term 2,2025,4,2,4,3,4,3,4,5,3,5
2199,Miguel Wilson,Mathematics,Term 2,2025,3,4,3,2,4,5,4,4,3,4
2200,Miguel Wilson,Mathematics,Term 2,2025,1,5,3,3,3,5,4,4,5,4
2201,Miguel Wilson,Mathematics,Term 2,2025,4,5,5,3,3,3,4,4,3,3
2202,Miguel Wilson,Mathematics,Term 2,2025,5,3,3,4,3,3,4,4,5,5
2203,Miguel Wilson,Mathematics,Term 2,2025,3,4,4,4,3,5,3,3,4,3
2204,Miguel Wilson,Mathematics,Term 2,2025,5,4,4,3,5,3,5,5,4,4
2205,Miguel Wilson,Mathematics,Term 2,2025,4,4,4,5,3,3,3,5,4,5
2206,Miguel Wilson,Mathematics,Term 3,2025,4,3,5,5,3,3,3,4,4,4
2207,Miguel Wilson,Mathematics,Term 3,2025,4,5,5,4,4,3,5,4,3,3
2208,Miguel Wilson,Mathematics,Term 3,2025,4,5,2,4,4,3,4,5,4,2
2209,Miguel Wilson,Mathematics,Term 3,2025,4,4,3,2,5,3,4,2,5,3
2210,Miguel Wilson,Mathematics,Term 3,2025,5,3,4,5,3,4,4,2,3,3
2211,Miguel Wilson,Mathematics,Term 3,2025,2,4,4,3,3,3,4,4,4,3
2212,Miguel Wilson,Mathematics,Term 3,2025,4,5,5,3,4,5,4,5,4,3
2213,Miguel Wilson,Mathematics,Term 3,2025,2,4,4,4,4,4,4,4,4,3
2214,Miguel Wilson,Mathematics,Term 3,2025,3,4,4,4,4,4,3,4,5,4
2215,Miguel Wilson,Mathematics,Term 3,2025,4,4,5,5,5,4,4,5,5,4
2216,Miguel Wilson,Mathematics,Term 3,2025,4,5,4,5,4,3,3,5,5,4
2217,Miguel Wilson,Mathematics,Term 3,2025,3,4,3,5,3,3,4,4,4,5
2218,Miguel Wilson,Mathematics,Term 3,2025,4,4,5,4,3,3,3,1,5,4
2219,Miguel Wilson,Mathematics,Term 3,2025,4,4,2,4,4,5,5,4,4,3
2220,Miguel Wilson,Mathematics,Term 3,2025,3,3,4,4,4,4,4,4,5,5
2221,Miguel Wilson,Mathematics,Term 3,2025,3,3,5,3,4,4,4,4,4,4
2222,Miguel Wilson,Mathematics,Term 3,2025,3,5,4,4,4,4,3,3,4,3
2223,Miguel Wilson,Mathematics,Term 3,2025,4,5,5,3,4,3,5,4,5,4
2224,Miguel Wilson,Mathematics,Term 3,2025,4,4,4,4,3,4,4,3,3,3
2225,Dominic Marshall,History,Term 1,2023,3,4,3,2,3,4,5,4,3,4
2226,Dominic Marshall,History,Term 1,2023,4,4,2,4,3,3,4,4,3,5
2227,Dominic Marshall,History,Term 1,2023,4,3,2,4,4,3,5,3,4,4
2228,Dominic Marshall,History,Term 1,2023,5,4,4,2,4,5,3,4,1,5
2229,Dominic Marshall,History,Term 1,2023,3,3,4,4,4,3,5,4,4,5
2230,Dominic Marshall,History,Term 1,2023,4,3,4,5,3,3,3,4,4,3
2231,Dominic Marshall,History,Term 1,2023,2,3,4,5,4,5,3,4,3,5
2232,Dominic Marshall,History,Term 1,2023,4,2,3,2,5,3,4,3,3,3
2233,Dominic Marshall,History,Term 1,2023,3,4,3,4,2,2,4,3,2,4
2234,Dominic Marshall,History,Term 1,2023,3,4,1,2,4,4,4,4,4,3
2235,Dominic Marshall,History,Term 1,2023,2,5,3,4,3,3,3,4,4,2
2236,Dominic Marshall,History,Term 1,2023,4,5,4,4,3,3,4,3,3,2
2237,Dominic Marshall,History,Term 1,2023,3,4,2,4,5,4,3,4,2,3
2238,Dominic Marshall,History,Term 1,2023,2,2,4,3,4,4,2,3,3,3
2239,Dominic Marshall,History,Term 1,2023,3,3,4,4,3,4,5,3,2,3
2240,Dominic Marshall,History,Term 1,2023,4,4,4,5,5,4,3,5,3,4
2241,Dominic Marshall,History,Term 1,2023,3,4,4,3,2,5,5,5,2,4
2242,Dominic Marshall,History,Term 1,2023,3,3,3,5,4,4,4,4,4,2
